name	category	source_db_name	source_db_version
ERN 1.00	ENZYME	Pharos	5-Jun-23
FDFT1	ENZYME	Pharos	5-Jun-23
GART	ENZYME	Pharos	5-Jun-23
UGDH	ENZYME	Pharos	5-Jun-23
RAG1	ENZYME	Pharos	5-Jun-23
ERN 2.00	KINASE	Pharos	5-Jun-23
ERN 2.00	ENZYME	Pharos	5-Jun-23
WRN	ENZYME	Pharos	5-Jun-23
TKFC	KINASE	Pharos	5-Jun-23
TKFC	ENZYME	Pharos	5-Jun-23
XRCC6	KINASE	Pharos	5-Jun-23
XRCC6	ENZYME	Pharos	5-Jun-23
ADPRH	ENZYME	Pharos	5-Jun-23
TNFAIP3	KINASE	Pharos	5-Jun-23
TNFAIP3	ENZYME	Pharos	5-Jun-23
BCKDK	KINASE	Pharos	5-Jun-23
BCKDK	ENZYME	Pharos	5-Jun-23
PDK1	KINASE	Pharos	5-Jun-23
PDK1	ENZYME	Pharos	5-Jun-23
PIKFYVE	KINASE	Pharos	5-Jun-23
PIKFYVE	ENZYME	Pharos	5-Jun-23
PLCB2	ENZYME	Pharos	5-Jun-23
PLCB3	ENZYME	Pharos	5-Jun-23
PLCD1	ENZYME	Pharos	5-Jun-23
PLCD3	KINASE	Pharos	5-Jun-23
PLCD3	ENZYME	Pharos	5-Jun-23
PDK3	KINASE	Pharos	5-Jun-23
PDK3	ENZYME	Pharos	5-Jun-23
AGPAT1	ENZYME	Pharos	5-Jun-23
PLCH2	ENZYME	Pharos	5-Jun-23
PLCH1	ENZYME	Pharos	5-Jun-23
PLCG2	ENZYME	Pharos	5-Jun-23
PLCZ1	KINASE	Pharos	5-Jun-23
PLCZ1	ENZYME	Pharos	5-Jun-23
ADI1	ENZYME	Pharos	5-Jun-23
CYP24A1	ENZYME	Pharos	5-Jun-23
RDH5	ENZYME	Pharos	5-Jun-23
DPH1	ENZYME	Pharos	5-Jun-23
HPGD	ENZYME	Pharos	5-Jun-23
BCKDHB	ENZYME	Pharos	5-Jun-23
OAS2	ENZYME	Pharos	5-Jun-23
PDE12	ENZYME	Pharos	5-Jun-23
MTNR1B	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
NMUR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
NPFFR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
NPFFR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
NPY1R	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
NTSR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
NTSR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
O3FAR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
OPN1LW	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
OPN1MW2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
NMUR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
NPBWR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
NPSR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
NPY6R	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
OPN1MW	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
HSD3B7	ENZYME	Pharos	5-Jun-23
CYP27B1	ENZYME	Pharos	5-Jun-23
HSD17B10	ENZYME	Pharos	5-Jun-23
HIBADH	ENZYME	Pharos	5-Jun-23
INSL5	HORMONE ACTIVITY	GO	5-Jun-23
OXSM	ENZYME	Pharos	5-Jun-23
ACAA1	ENZYME	Pharos	5-Jun-23
AKR1D1	ENZYME	Pharos	5-Jun-23
PYY	HORMONE ACTIVITY	GO	5-Jun-23
HPD	ENZYME	Pharos	5-Jun-23
HOGA1	ENZYME	Pharos	5-Jun-23
ALAS2	ENZYME	Pharos	5-Jun-23
HAMP	HORMONE ACTIVITY	GO	5-Jun-23
COQ7	ENZYME	Pharos	5-Jun-23
PRKAA1	TRANSPORTER	Pharos	5-Jun-23
PRKAA1	KINASE	Pharos	5-Jun-23
PRKAA1	TRANSCRIPTION FACTOR	Pharos	5-Jun-23
PRKAA1	ENZYME	Pharos	5-Jun-23
PHYKPL	ENZYME	Pharos	5-Jun-23
PRKAB1	KINASE	Pharos	5-Jun-23
PRKAB1	ENZYME	Pharos	5-Jun-23
PRKAB2	KINASE	Pharos	5-Jun-23
PRKAB2	ENZYME	Pharos	5-Jun-23
KIT	DRUG RESISTANCE	COSMIC	4-Sep-20
BRAF	DRUG RESISTANCE	COSMIC	4-Sep-20
JAK1	DRUG RESISTANCE	COSMIC	4-Sep-20
ABL1	DRUG RESISTANCE	COSMIC	4-Sep-20
EGFR	DRUG RESISTANCE	COSMIC	4-Sep-20
BTK	DRUG RESISTANCE	COSMIC	4-Sep-20
MAP2K1	DRUG RESISTANCE	COSMIC	4-Sep-20
SMO	DRUG RESISTANCE	COSMIC	4-Sep-20
MAP2K2	DRUG RESISTANCE	COSMIC	4-Sep-20
FLT3	DRUG RESISTANCE	COSMIC	4-Sep-20
ESR1	DRUG RESISTANCE	COSMIC	4-Sep-20
ADORA2A	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
ADORA3	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
ADRA2C	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
ADRB1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
ADRB3	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
APLNR	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
AVPR1A	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
BAI1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
BAI3	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
BRS3	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
C5AR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CALCRL	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CCKAR	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CCR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CCR5	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CCR6	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CCR8	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
ADCYAP1R1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
ADORA1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
ADRA1B	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
ADRA1D	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
ADRA2A	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
ADRB2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
AGTR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
AVPR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
BDKRB1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
BDKRB2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CASR	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CCBP2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CCKBR	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CCR10	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CCR3	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CCR7	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CCRL2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CD97	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CELSR3	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CHRM5	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CMKLR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CELSR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CHRM1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CHRM4	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CNR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CNR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CXCR3	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CXCR6	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CXCR7	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CYSLTR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
DRD2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
DRD5	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
EDNRB	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
EMR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
EMR3	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
F2RL2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
F2RL3	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
FFAR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
FZD1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
FZD10	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
FZD2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
FZD4	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
FZD8	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GABBR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CRHR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CXCR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CXCR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CXCR2P1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
CXCR5	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
DARC	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
DRD1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
DRD4	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
DRD5P1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
EDNRA	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
EMR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
EMR4P	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
F2R	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
FFAR3	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
FPR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
FPR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
FZD5	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
FZD6	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
FZD7	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GABBR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GHRHR	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GHSR	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GIPR	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPER	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR110	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR111	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR113	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR115	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR12	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GCGR	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GLP1R	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GNRHR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPBAR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR114	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR116	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR119	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR124	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR125	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR126	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR139	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR141	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR143	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR144	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR146	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR149	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR15	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR150	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR158	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR162	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR171	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR174	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR176	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR19	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR20	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR21	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR132	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR135	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR152	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR156	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR157	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR160	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR173	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR179	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR18	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR22	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR25	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR3	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR32	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR33	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR37	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR37L1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR4	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR55	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR34	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR39	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR45	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR50	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR6	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR68	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR75	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR82	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR85	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR87	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPRC5C	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GRM3	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GRM4	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GRM5	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GRPR	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
HCAR3	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
HCRTR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
HRH4	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
HTR1A	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR56	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR61	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR64	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR65	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR78	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR84	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR88	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPR98	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPRC5A	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GPRC5D	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GRM1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GRM2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GRM6	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
HCA1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
HCAR1	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
HCAR2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
HRH2	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
HRH3	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
HTR1B	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
HTR1E	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
HTR2A	G PROTEIN COUPLED RECEPTOR	dGene	27-Jun-13
GCNF	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
PXR	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
FXR	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
SHP	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
TLX	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
CAR	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
HNF4G	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
LRH1	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
PPARD	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
RARA	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
RXRG	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
ERRG	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
LXRA	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
RXRA	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
RORG	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
ERRB	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
RARG	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
ERA	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
HNF4A	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
ERB	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
LXRB	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
TRA	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
VDR	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
TR4	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
TR2	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
AR	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
SF1	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
RORA	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
NGFIBA	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
NGFIBB	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
DAX	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
REV-ERBA	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
COUP2	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
NGFIBG	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
COUP1	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
REV-ERBB	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
COUP3	NUCLEAR HORMONE RECEPTOR	BaderLab	Feb-14
KAT6A	ENZYME	HumanProteinAtlas	19.3
ADGRA2	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
AKT1	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ARID1A	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ARNT	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ASPSCR1	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ALDH2	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
AKT2	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ARAF	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ABI1	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ACSL3	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ASXL1	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ATF1	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
AMER1	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ABL	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ACKR3	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
AKT3	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
AR	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ABL1	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ARID2	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ALK	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ABL2	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ATIC	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
AFF3	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
AFDN	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ATM	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BCL2	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CD79A	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ATR	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BUB1B	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CD79B	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BCL10	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BCL3	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BRCA1	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BCL11A	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CD274	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BIRC3	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BCL11B	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BCL7A	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CDH11	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BCL9	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BCL6	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CDK6	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CBFA2T3	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CBL	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BRCA2	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BCR	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BTK	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CBLB	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BRD4	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CACNA1D	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CDK12	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BCL2L2	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
AXL	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CARD11	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CASP8	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CDC73	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CCDC6	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BCL2L11	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CCND1	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CAMTA1	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CANT1	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
ATRX	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BCORL1	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BMPR1A	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BLM	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CARS	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BARD1	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CDK4	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CDH1	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BCOR	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
BRD3	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CRTC3	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CDKN2A	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CLP 1	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
COL1A1	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
DDX6	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CYP2D6	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CRLF2	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
EML4	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
CTCF	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
DNMT3A	CLINICALLY ACTIONABLE	CarisMolecularIntelligence	5-Jun-23
